EnsemblGeneID	Description	ChromosomeName	AssociatedGeneName	GCcontent	GeneType
ENSG00000276366	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	2	U3	55.26	snoRNA
ENSG00000202440	Small nucleolar RNA SNORD42 [Source:RFAM;Acc:RF00150]	4	SNORD42	34.78	snoRNA
ENSG00000201566	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000206989	small nucleolar RNA, C/D box 63 [Source:HGNC Symbol;Acc:HGNC:10220]	5	SNORD63	35.29	snoRNA
ENSG00000199490	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	40.82	misc_RNA
ENSG00000253047	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	1	SNORA40	35.54	snoRNA
ENSG00000264379	Small nucleolar RNA SNORD55/SNORD39 [Source:RFAM;Acc:RF00157]	9	SNORD39	48.68	snoRNA
ENSG00000199884	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	40.54	misc_RNA
ENSG00000221716	small nucleolar RNA, H/ACA box 11 [Source:HGNC Symbol;Acc:HGNC:32599]	X	SNORA11	53.91	snoRNA
ENSG00000253096	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	39.8	misc_RNA
ENSG00000202438	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	38.46	misc_RNA
ENSG00000274582	small nucleolar RNA, H/ACA box 16A [Source:HGNC Symbol;Acc:HGNC:32605]	1	SNORA16A	48.91	snoRNA
ENSG00000253041	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	9	SNORA31	40.35	snoRNA
ENSG00000251805	Small Cajal body specific RNA 21 [Source:RFAM;Acc:RF00602]	2	SCARNA21	47.66	scaRNA
ENSG00000202222	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	41.59	misc_RNA
ENSG00000200635	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	41.18	misc_RNA
ENSG00000199595	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	40.2	misc_RNA
ENSG00000252250	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	36.56	misc_RNA
ENSG00000238297	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	7	U3	42.71	snoRNA
ENSG00000200060	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	42.15	misc_RNA
ENSG00000252778	Small Cajal body specific RNA 20 [Source:RFAM;Acc:RF00601]	11	SCARNA20	51.91	scaRNA
ENSG00000274978	RNA, U11 small nuclear [Source:HGNC Symbol;Acc:HGNC:10108]	1	RNU11	51.49	snRNA
ENSG00000202211	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	42.16	misc_RNA
ENSG00000239197	Small nucleolar RNA U109 [Source:RFAM;Acc:RF01233]	15	snoU109	41.96	snoRNA
ENSG00000251858	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	14	SNORA31	40.31	snoRNA
ENSG00000202508	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	37.96	misc_RNA
ENSG00000201309	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	44.12	misc_RNA
ENSG00000207243	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	40.78	misc_RNA
ENSG00000281302	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	36.89	misc_RNA
ENSG00000199727	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	2	U3	47.42	snoRNA
ENSG00000252992	Small Cajal body specific RNA 11 [Source:RFAM;Acc:RF00564]	11	SCARNA11	47.4	scaRNA
ENSG00000207421	small nucleolar RNA, C/D box 38B [Source:HGNC Symbol;Acc:HGNC:30356]	1	SNORD38B	40.3	snoRNA
ENSG00000280637	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	3	U6	37.96	snRNA
ENSG00000281242	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	17	Clostridiales-1	41.79	sRNA
ENSG00000238707	Small nucleolar RNA SNORD2 [Source:RFAM;Acc:RF01299]	10	SNORD2	34.78	snoRNA
ENSG00000275755	hsa-mir-6724-1 [Source:miRBase;Acc:MI0022559]	GL000220.1	hsa-mir-6724-1	83.7	miRNA
ENSG00000212264	Small nucleolar RNA SNORD65 [Source:RFAM;Acc:RF00571]	7	SNORD65	33.8	snoRNA
ENSG00000222224	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	37.76	misc_RNA
ENSG00000206739	Y RNA [Source:RFAM;Acc:RF00019]	22	Y_RNA	44.64	misc_RNA
ENSG00000276161	small nucleolar RNA, H/ACA box 17B [Source:HGNC Symbol;Acc:HGNC:32636]	9	SNORA17B	55.38	snoRNA
ENSG00000212224	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	20	SNORA26	38.52	snoRNA
ENSG00000212593	Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]	16	SNORA75	37.04	snoRNA
ENSG00000252020	small Cajal body-specific RNA 17 [Source:RFAM;Acc:RF00492]	22	SCARNA17	55.24	scaRNA
ENSG00000266454	microRNA 3179-3 [Source:HGNC Symbol;Acc:HGNC:38214]	16	MIR3179-3	44.05	miRNA
ENSG00000200646	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	45.13	misc_RNA
ENSG00000274385	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	20	U6	34.58	snRNA
ENSG00000200252	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	39.64	misc_RNA
ENSG00000264115	microRNA 3180-4 [Source:HGNC Symbol;Acc:HGNC:38920]	16	MIR3180-4	74.51	miRNA
ENSG00000212295	Small nucleolar RNA SNORD28 [Source:RFAM;Acc:RF00085]	6	SNORD28	33.33	snoRNA
ENSG00000273866	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	53.54	misc_RNA
ENSG00000238326	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	5	snoU13	43.27	snoRNA
ENSG00000199870	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000199398	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	45.1	misc_RNA
ENSG00000275948	MALAT1-associated small cytoplasmic RNA/MEN beta RNA [Source:RFAM;Acc:RF01684]	11	mascRNA-menRNA	72.41	sRNA
ENSG00000207494	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	40.95	misc_RNA
ENSG00000201778	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	40.86	misc_RNA
ENSG00000252448	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	1	SNORA63	37.04	snoRNA
ENSG00000201957	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	3	SNORA25	43.75	snoRNA
ENSG00000212479	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	21	U3	52.09	snoRNA
ENSG00000200752	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	38.94	misc_RNA
ENSG00000201863	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	4	SNORA51	53.23	snoRNA
ENSG00000252835	small Cajal body-specific RNA 21 [Source:HGNC Symbol;Acc:HGNC:32579]	17	SCARNA21	64.03	scaRNA
ENSG00000278226	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	4	Metazoa_SRP	53.85	misc_RNA
ENSG00000212529	Small nucleolar RNA SNORA57 [Source:RFAM;Acc:RF00191]	5	SNORA57	53.1	snoRNA
ENSG00000275586	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7	Metazoa_SRP	55.39	misc_RNA
ENSG00000277928	hsa-mir-3687-1 [Source:miRBase;Acc:MI0016088]	KI270733.1	hsa-mir-3687-1	78.69	miRNA
ENSG00000281271	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	37.89	misc_RNA
ENSG00000202533	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	42.34	misc_RNA
ENSG00000238902	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	3	snoU13	44.23	snoRNA
ENSG00000252671	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	42.73	misc_RNA
ENSG00000274012	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	14	Metazoa_SRP	62.67	misc_RNA
ENSG00000207391	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	44.12	misc_RNA
ENSG00000276711	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	GL000225.1	U2	31.86	snRNA
ENSG00000274420	TUC338 [Source:RFAM;Acc:RF02271]	3	uc_338	62.1	misc_RNA
ENSG00000221044	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	17	U3	50.49	snoRNA
ENSG00000212624	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	1	SNORA26	45.9	snoRNA
ENSG00000207425	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	46	misc_RNA
ENSG00000252537	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	10	SNORA31	40.52	snoRNA
ENSG00000206903	Small nucleolar RNA SNORA24 [Source:RFAM;Acc:RF00399]	15	SNORA24	43.51	snoRNA
ENSG00000238594	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	6	snoU13	43.69	snoRNA
ENSG00000252357	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	43.28	misc_RNA
ENSG00000270580	polycystic kidney disease 1 (autosomal dominant) pseudogene 6 [Source:EntrezGene;Acc:353511]	16	PKD1P6	48.85	processed_transcript
ENSG00000239093	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	3	snoU13	42.86	snoRNA
ENSG00000212392	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	37.72	misc_RNA
ENSG00000212342	Small nucleolar RNA SNORA12 [Source:RFAM;Acc:RF00586]	8	SNORA12	42.95	snoRNA
ENSG00000276800	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	50.47	misc_RNA
ENSG00000252083	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	5	SNORA40	38.32	snoRNA
ENSG00000277605	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	X	Metazoa_SRP	54.38	misc_RNA
ENSG00000200261	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	41.07	misc_RNA
ENSG00000207351	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	45.13	misc_RNA
ENSG00000201501	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	42.16	misc_RNA
ENSG00000201277	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	43.56	misc_RNA
ENSG00000223302	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	44.44	misc_RNA
ENSG00000202046	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	38.94	misc_RNA
ENSG00000273544	small nucleolar RNA, H/ACA box 44 [Source:HGNC Symbol;Acc:HGNC:32637]	1	SNORA44	50.76	snoRNA
ENSG00000252762	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	4	SNORA31	40.16	snoRNA
ENSG00000200085	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	44.12	misc_RNA
ENSG00000276183	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	13	U6	42.06	snRNA
ENSG00000253007	Small nucleolar RNA SNORA76 [Source:RFAM;Acc:RF00598]	22	SNORA76	57.04	snoRNA
ENSG00000222145	Small nucleolar RNA SNORA73 family [Source:RFAM;Acc:RF00045]	6	SNORA73	47.62	snoRNA
ENSG00000252042	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	43.01	misc_RNA
ENSG00000275362	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	55.31	misc_RNA
ENSG00000206990	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	41.75	misc_RNA
ENSG00000278702	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	48.3	misc_RNA
ENSG00000207282	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	43.36	misc_RNA
ENSG00000201868	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	44.68	misc_RNA
ENSG00000212181	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]	2	SNORA48	48.15	snoRNA
ENSG00000200121	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	36.17	misc_RNA
ENSG00000275213	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	51.03	misc_RNA
ENSG00000202459	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	46.3	misc_RNA
ENSG00000252692	Small nucleolar RNA SNORD60 [Source:RFAM;Acc:RF00271]	1	SNORD60	38.37	snoRNA
ENSG00000201442	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	42.42	misc_RNA
ENSG00000199667	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	43.14	misc_RNA
ENSG00000201178	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	42.34	misc_RNA
ENSG00000280458	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	6	U7	33.87	snRNA
ENSG00000275982	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	36.17	misc_RNA
ENSG00000221803	small nucleolar RNA, C/D box 23 [Source:HGNC Symbol;Acc:HGNC:32718]	19	SNORD23	70	snoRNA
ENSG00000252759	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	39.58	misc_RNA
ENSG00000201573	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	39.22	misc_RNA
ENSG00000212588	small nucleolar RNA, H/ACA box 26 [Source:HGNC Symbol;Acc:HGNC:32616]	4	SNORA26	45.9	snoRNA
ENSG00000276193	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	8	Metazoa_SRP	52.84	misc_RNA
ENSG00000199801	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	41.28	misc_RNA
ENSG00000207199	Small nucleolar RNA SNORD38 [Source:RFAM;Acc:RF00212]	8	SNORD38	36.23	snoRNA
ENSG00000212241	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	40.43	misc_RNA
ENSG00000276735	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	52.23	misc_RNA
ENSG00000252774	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]	15	SNORA48	44.38	snoRNA
ENSG00000207196	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	44.66	misc_RNA
ENSG00000202014	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	41.18	misc_RNA
ENSG00000252852	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	8	SNORA31	44.03	snoRNA
ENSG00000200702	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	44.12	misc_RNA
ENSG00000274984	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000200174	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	43.64	misc_RNA
ENSG00000201811	Small nucleolar RNA SNORA71 [Source:RFAM;Acc:RF00056]	20	SNORA71	46.27	snoRNA
ENSG00000207231	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	43.86	misc_RNA
ENSG00000199705	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	41.18	misc_RNA
ENSG00000252920	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	1	SNORA31	44.36	snoRNA
ENSG00000200999	Small nucleolar RNA SNORD74 [Source:RFAM;Acc:RF00284]	4	SNORD74	42.5	snoRNA
ENSG00000201133	Small nucleolar RNA SNORA4 [Source:RFAM;Acc:RF00394]	7	SNORA4	36.81	snoRNA
ENSG00000199203	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	42.86	misc_RNA
ENSG00000236621	olfactory receptor family 52 subfamily E member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14766]	11	OR52E1	44.61	pseudogene
ENSG00000278099	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1	U1	51.52	snRNA
ENSG00000201529	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	40.35	misc_RNA
ENSG00000208308	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	2	SNORA40	32.03	snoRNA
ENSG00000207317	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	47.52	misc_RNA
ENSG00000199732	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	45.1	misc_RNA
ENSG00000199751	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	42.16	misc_RNA
ENSG00000275901	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	19	Metazoa_SRP	60.63	misc_RNA
ENSG00000199263	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	44.64	misc_RNA
ENSG00000253016	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	40.2	misc_RNA
ENSG00000207109	Small nucleolar RNA SNORD38 [Source:RFAM;Acc:RF00212]	3	SNORD38	34.78	snoRNA
ENSG00000281295	Small nucleolar RNA SNORA50 [Source:RFAM;Acc:RF00407]	22	SNORA50	56.93	snoRNA
ENSG00000200552	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	42.16	misc_RNA
ENSG00000251728	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	36.46	misc_RNA
ENSG00000200891	Small nucleolar RNA SNORD74 [Source:RFAM;Acc:RF00284]	10	SNORD74	44.87	snoRNA
ENSG00000281572	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	1	U6	30.85	snRNA
ENSG00000202536	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	40.2	misc_RNA
ENSG00000272166	Small nucleolar RNA SNORD5 [Source:RFAM;Acc:RF01161]	3	SNORD5	29.69	snoRNA
ENSG00000212211	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	3	U3	42.86	snoRNA
ENSG00000274663	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	17	5S_rRNA	41.38	rRNA
ENSG00000276168	RNA, 7SL, cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:10038]	14	RN7SL1	62.88	misc_RNA
ENSG00000202357	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	44.04	misc_RNA
ENSG00000252985	Small nucleolar RNA SNORD116 [Source:RFAM;Acc:RF00108]	9	SNORD116	43.59	snoRNA
ENSG00000207187	Small nucleolar RNA SNORA64/SNORA10 family [Source:RFAM;Acc:RF00264]	2	SNORA64	54.89	snoRNA
ENSG00000280324	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	6	Clostridiales-1	36.36	sRNA
ENSG00000277916	TUC338 [Source:RFAM;Acc:RF02271]	1	uc_338	43.79	misc_RNA
ENSG00000223249	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	38.54	misc_RNA
ENSG00000264549	small nucleolar RNA, C/D box 95 [Source:HGNC Symbol;Acc:HGNC:32757]	5	SNORD95	57.35	snoRNA
ENSG00000277890	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	KI270727.1	U6	42.99	snRNA
ENSG00000239040	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	42.72	misc_RNA
ENSG00000212517	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	20	SNORA26	43.9	snoRNA
ENSG00000212165	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	20	U3	46.8	snoRNA
ENSG00000273979	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	49.82	misc_RNA
ENSG00000207164	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	35.71	misc_RNA
ENSG00000200334	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	43.14	misc_RNA
ENSG00000199546	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	38.89	misc_RNA
ENSG00000212278	Small nucleolar RNA SNORD81 [Source:RFAM;Acc:RF00136]	5	SNORD81	32.43	snoRNA
ENSG00000201938	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	44.79	misc_RNA
ENSG00000276304	Polled intersex syndrome regulated transcript 1 [Source:RFAM;Acc:RF01873]	3	PISRT1	31.78	misc_RNA
ENSG00000207305	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	38.89	misc_RNA
ENSG00000202379	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	3	SNORA70	50	snoRNA
ENSG00000206816	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	42.16	misc_RNA
ENSG00000281330	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	35.23	misc_RNA
ENSG00000207011	RNA, Ro-associated Y4 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:34063]	17	RNY4P13	43.75	misc_RNA
ENSG00000202144	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	46.08	misc_RNA
ENSG00000277754	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	14	U3	43.98	snoRNA
ENSG00000206913	Small nucleolar RNA SNORA7 [Source:RFAM;Acc:RF00409]	11	SNORA7	56.12	snoRNA
ENSG00000277864	Small Cajal body specific RNA 15 [Source:RFAM;Acc:RF00426]	15	SCARNA15	37.01	scaRNA
ENSG00000199332	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	40.4	misc_RNA
ENSG00000276353	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	8	Metazoa_SRP	55.56	misc_RNA
ENSG00000281629	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	47	misc_RNA
ENSG00000199477	small nucleolar RNA, H/ACA box 31 [Source:HGNC Symbol;Acc:HGNC:32621]	13	SNORA31	43.08	snoRNA
ENSG00000199762	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	38.46	misc_RNA
ENSG00000207326	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	39.47	misc_RNA
ENSG00000278040	TUC338 [Source:RFAM;Acc:RF02271]	9	uc_338	50.6	misc_RNA
ENSG00000276094	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	9	SNORA70	52.63	snoRNA
ENSG00000212309	Small nucleolar RNA SNORD70 [Source:RFAM;Acc:RF00575]	2	SNORD70	36.47	snoRNA
ENSG00000276197	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	GL000220.1	pRNA	75.56	misc_RNA
ENSG00000278109	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	49.65	misc_RNA
ENSG00000251942	Small Cajal body specific RNA 16 [Source:RFAM;Acc:RF00424]	2	SCARNA16	48.09	scaRNA
ENSG00000207525	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	40.59	misc_RNA
ENSG00000207189	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	45.1	misc_RNA
ENSG00000221040	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	1	U3	48.15	snoRNA
ENSG00000200544	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	41.38	misc_RNA
ENSG00000202514	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	43.52	misc_RNA
ENSG00000276700	RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]	KI270733.1	RNA5-8S5	57.52	rRNA
ENSG00000253042	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	1	SNORA70	46.61	snoRNA
ENSG00000273727	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1	U1	45.68	snRNA
ENSG00000207108	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	43.56	misc_RNA
ENSG00000252784	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	46.36	misc_RNA
ENSG00000277712	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	11	5S_rRNA	40.45	rRNA
ENSG00000201489	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	44.55	misc_RNA
ENSG00000277488	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	17	5S_rRNA	41.38	rRNA
ENSG00000206646	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	42.48	misc_RNA
ENSG00000276546	Y RNA [Source:RFAM;Acc:RF00019]	21	Y_RNA	38.61	misc_RNA
ENSG00000202276	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	40.2	misc_RNA
ENSG00000252691	small Cajal body-specific RNA 18 [Source:RFAM;Acc:RF00283]	1	SCARNA18	52.38	scaRNA
ENSG00000199472	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	39.29	misc_RNA
ENSG00000252139	small Cajal body-specific RNA 18 [Source:RFAM;Acc:RF00283]	18	SCARNA18	54.22	scaRNA
ENSG00000277473	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	6	Metazoa_SRP	51.62	misc_RNA
ENSG00000273516	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1	U1	51.37	snRNA
ENSG00000272113	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	40	misc_RNA
ENSG00000251925	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	Y	SNORA70	45.65	snoRNA
ENSG00000207316	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	40.34	misc_RNA
ENSG00000275680	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	50.76	misc_RNA
ENSG00000252989	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	3	SNORA31	44.16	snoRNA
ENSG00000200241	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	43.24	misc_RNA
ENSG00000206947	Small nucleolar RNA SNORA20 [Source:RFAM;Acc:RF00401]	7	SNORA20	34.85	snoRNA
ENSG00000202273	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	40.78	misc_RNA
ENSG00000201843	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	45.74	misc_RNA
ENSG00000207105	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	39.64	misc_RNA
ENSG00000199552	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	5	SNORA63	39.39	snoRNA
ENSG00000202410	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	38.24	misc_RNA
ENSG00000201285	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	X	5S_rRNA	49.14	rRNA
ENSG00000276746	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	6	Metazoa_SRP	53.39	misc_RNA
ENSG00000202368	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	45.1	misc_RNA
ENSG00000252693	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	X	SNORA40	32.71	snoRNA
ENSG00000207438	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	39.81	misc_RNA
ENSG00000200288	Small nucleolar RNA SNORA18 [Source:RFAM;Acc:RF00425]	3	SNORA18	42.97	snoRNA
